[ 0.          3.05        4.91350181  1.61012422  3.84219989  3.1004032
  4.21544778  5.64025709  5.47288772  6.56601097  7.31095069  8.32721442
  9.04709898 10.21224755 10.45466403 11.04728473 13.11258937 12.70944531
 12.46284478 14.30559331 14.25350834 14.51352817 15.75317428 12.75980016
 11.78187167 13.30883165 14.32523996 15.09387293 17.3971262  16.79359997
 15.537857   14.93803869 16.51128402 17.54629591 19.09240687 18.15633498
 19.48416023 20.42945178 16.38841054 13.99785698 16.02903615 14.27900557
 15.5        12.10258237 11.84672951  8.72080845  6.6009469   7.40270221
  8.80695748  9.82865708  7.07548585  6.63098786  6.39706964  6.66276969
  6.86767792  7.09260178  7.61002628  7.46876831  7.28096834  7.22530276
  8.0290099   8.10061726  7.71751255  7.51032622  7.8816242   8.26801064
  8.55862138  8.49705831  8.97566154  8.98943825  9.34719209  9.75756117
  9.35908649  9.90202    10.28846441 10.43671404 10.97474373 10.78899903
 11.55995242 11.25388822 11.75457358 12.00385355 12.51768749 12.98941877
 12.45441689 13.00173065 12.87982919 12.34554576 11.79343037 12.32365611
 11.74148628 11.40449473 10.93549267 10.46518036 10.0623059  11.16176509
 10.65504575 10.11001978  9.70888768  9.64079872  9.2784697   8.94664742
  9.25337776  8.69626357  8.34086326  8.01560977  8.77738572  9.25337776
  7.54933772  7.53077021  7.39949323  7.31043774  7.65506368  8.09938269
  8.4730455   8.97231854  9.48683298  9.94032193 10.32327467 10.85195835
 10.99829532 10.50202361  9.97647232  9.46374662  8.98721314  8.42525964
  7.95565836  7.8644771   7.89002535  8.40014881  8.33561635  8.38107988
  8.91207047  8.89957864  8.74028032  9.33193442  9.30980666  9.40558345
  9.86572349  9.66048653 10.07099796 10.40312453 17.55113956 15.85126178
 14.30078669 12.80039062 12.24060864 13.66683943 15.19745044 16.52452722
 17.60184649 18.70962319 19.72872272 18.32655178 18.48688724 19.77833411
 19.30025907 18.27737673 17.46460707 17.26759972 16.65870643 15.95760007
 14.75745574 15.68470593 16.15255398 16.55543717 16.34166454 16.72131873
 16.0916904  16.48370407 17.18407693 17.21982869 17.83122262 16.11714925
 15.03936501 13.86740783 16.06440164 14.80067566 12.87361643 13.95797263
 15.50951321 10.89036271  9.81542154  8.8522596   7.76949162  6.32850693
  7.66322386  6.39413794  4.80650601  8.22876054  9.14111591  9.9689518
 11.32651756 11.67090399 11.65       11.41336935 10.23938475 10.42413066
 10.2774024   9.61002081  9.28614559  8.55131569  7.96005653  7.37563557
  7.02032763  7.7435457   8.30436632  8.71449941  8.93196507  8.54239428
  8.25984261  8.77268488  9.37043222  8.80028409  9.44576625 10.40300437
  8.12480769  7.37987127  5.77169819  6.1654278   7.23083674  8.17022032
  9.47549471  8.18916968  6.76036242 18.10476457 17.44849564 16.76678264
 16.19783936 15.56092864 14.8838839  14.45553527 13.97587207 14.41674374
 14.93025452 15.53938544 16.17011132 16.8511869  17.14270982 17.9311182
 18.19299316 17.58010239 16.98447821 16.40807728 15.96073307 15.40916935
 15.7876534  16.46792337 17.04120008 17.60092327 17.5068558  18.19484817
 18.0336491  19.03555883 18.61021225 18.85769074 19.62090722 19.29054172
 20.14050645 19.84653622 20.55243295 21.01243679 20.29193189 19.73030664
 19.00164467 18.7383297  18.62323817 19.06856051 19.22582898 19.89679622
 20.44431461 21.06258531 20.71044423 20.2495679  19.72473067 19.58219855
 19.10026178 19.63141615 20.3039405  20.08463343 20.61613446 20.80096152
 19.44595074 19.52075818 20.01124684 20.64763909 21.14355694 21.00535646
 21.53491351 20.47760972 19.91889806 19.46715182 19.15515596 19.7034261
 20.33838735 20.88312716 21.38457388 21.19652094 20.60145626 19.92943803
 19.43617761 18.77990948 18.42097989 18.92009514 19.63065205 20.06271417
 20.32141727 20.7644528  19.76423538 19.18241382 18.67029727 18.18082781
 18.59905912 19.17948122 18.62525168 15.20427571 14.78935428 14.81392926
 14.35444182 14.00946109 13.48712349 13.01095692 13.50592463 13.93287479
 14.3605362  14.05960526 13.62506881 13.08625233 12.63971914 13.04837155
 13.43884296 13.87921107 13.4778522  13.01710413 12.509996   12.87031468
 13.30037593 13.75       13.7718009  13.28542434 13.60606482 13.98177385
 13.42851444 13.94309865 14.38923209 14.42957033 13.71176502 13.28344835
 13.24584841 13.57516114 13.50037037 13.97139936 14.19947182 14.84132743
