543,413,0
582,552,0
526,518,0
558,505,0
474,518,0
540,451,0
478,593,0
600,485,0
605,492,0
499,426,0
532,518,0
515,506,0
532,498,0
439,472,0
455,472,0
514,485,0
496,574,0
468,578,0
485,492,0
495,544,0
505,493,0
560,607,0
556,529,0
517,474,0
492,428,0
534,459,0
521,556,0
533,469,0
446,546,0
529,527,0
538,435,0
594,530,0
509,496,0
556,467,0
453,480,0
493,481,0
443,426,0
515,446,0
511,490,0
561,554,0
496,429,0
508,496,0
567,523,0
566,495,0
385,539,0
465,525,0
497,543,0
511,590,0
485,495,0
489,512,0
566,485,0
415,550,0
486,545,0
470,555,0
432,504,0
494,490,0
470,481,0
497,419,0
455,516,0
535,528,0
534,570,0
511,523,0
530,508,0
495,521,0
572,581,0
625,445,0
548,492,0
422,465,0
484,562,0
503,565,0
526,502,0
568,419,0
548,460,0
557,434,0
511,423,0
524,490,0
470,493,0
481,505,0
570,587,0
487,481,0
450,575,0
532,476,0
571,449,0
451,513,0
539,469,0
564,502,0
433,477,0
564,374,0
519,548,0
467,421,0
488,477,0
488,532,0
565,495,0
438,432,0
428,537,0
448,540,0
538,423,0
417,466,0
433,483,0
486,541,0
471,494,0
492,527,0
523,395,0
497,539,0
523,552,0
568,490,0
589,590,0
428,519,0
441,421,0
551,482,0
480,474,0
490,412,0
496,442,0
550,542,0
493,471,0
394,539,0
441,609,0
494,483,0
437,419,0
524,428,0
562,409,0
552,537,0
525,524,0
464,463,0
631,506,0
466,483,0
516,565,0
496,523,0
495,492,0
478,455,0
413,507,0
448,522,0
454,566,0
515,445,0
537,519,0
611,544,0
414,519,0
485,513,0
492,442,0
471,460,0
491,479,0
503,472,0
499,419,0
446,499,0
521,524,0
434,478,0
563,482,0
592,405,0
433,529,0
549,401,0
537,489,0
494,500,0
460,468,0
515,544,0
521,426,0
501,547,0
548,473,0
531,576,0
416,559,0
458,500,0
478,441,0
489,517,0
488,444,0
478,508,0
441,516,0
504,504,0
462,488,0
510,487,0
501,467,0
679,477,0
488,505,0
425,502,0
494,495,0
487,421,0
467,578,0
489,574,0
490,554,0
502,542,0
586,543,0
544,475,0
447,577,0
527,477,0
478,535,0
504,517,0
505,517,0
566,511,0
474,572,0
520,471,0
471,534,0
505,494,0
440,560,0
474,530,0
496,500,0
513,445,0
468,587,0
501,602,0
537,531,0
503,550,0
528,526,0
434,495,0
444,584,0
531,446,0
566,433,0
432,478,0
519,476,0
464,543,0
506,386,0
491,485,0
476,439,0
498,444,0
534,477,0
643,515,0
486,491,0
541,446,0
480,458,0
453,451,0
478,530,0
537,484,0
488,519,0
454,441,0
540,584,0
498,558,0
454,462,0
493,471,0
578,495,0
466,454,0
515,495,0
464,483,0
522,546,0
420,465,0
502,476,0
468,461,0
449,406,0
447,468,0
403,503,0
460,517,0
496,509,0
519,515,0
469,616,0
415,485,0
455,442,0
525,526,0
497,556,0
560,436,0
573,431,0
478,579,0
386,466,0
494,336,0
527,560,0
512,481,0
492,472,0
502,516,0
562,469,0
440,499,0
534,511,0
456,515,0
461,520,0
464,577,0
457,432,0
517,477,0
430,519,0
530,460,0
549,512,0
443,508,0
478,468,0
588,561,0
547,536,0
417,566,0
458,557,0
504,526,0
501,433,0
488,462,0
484,461,0
552,486,0
484,329,0
485,396,0
458,482,0
495,415,0
545,579,0
517,453,0
507,512,0
602,490,0
535,523,0
534,449,0
497,478,0
422,508,0
469,576,0
438,551,0
548,448,0
509,562,0
528,530,0
418,487,0
500,453,0
387,457,0
488,406,0
424,488,0
541,522,0
469,536,0
476,480,0
487,500,0
543,396,0
518,486,0
480,478,0
523,553,0
422,472,0
480,443,0
495,406,0
570,432,0
535,453,0
493,484,0
412,582,0
508,505,0
530,509,0
466,520,0
510,568,0
520,522,0
578,557,0
487,527,0
420,465,0
486,610,0
499,561,0
614,466,0
467,463,0
514,500,0
340,620,0
424,513,0
529,492,0
497,477,0
470,474,0
491,329,0
529,396,0
504,505,0
467,463,0
496,519,0
455,457,0
546,573,0
511,532,0
493,426,0
571,520,0
502,416,0
525,548,0
498,556,0
461,539,0
525,548,0
573,544,0
497,461,0
460,500,0
452,539,0
452,553,0
508,502,0
503,515,0
505,565,0
403,486,0
483,480,0
464,499,0
523,535,0
582,563,0
471,530,0
562,475,0
477,416,0
478,475,0
443,513,0
461,528,0
472,456,0
480,439,0
443,394,0
614,474,0
504,404,0
441,547,0
630,595,0
491,400,0
491,519,0
515,576,0
516,477,0
499,515,0
515,479,0
615,488,0
465,489,0
485,534,0
487,449,0
435,525,0
495,530,0
493,622,0
429,529,0
453,508,0
562,484,0
514,521,0
540,541,0
525,453,0
497,493,0
471,568,0
504,415,0
494,457,0
527,602,0
522,502,0
463,563,0
504,540,0
410,631,0
402,567,0
428,464,0
478,454,0
536,491,0
455,474,0
494,507,0
587,517,0
504,554,0
473,536,0
463,532,0
533,513,0
439,565,0
570,498,0
519,545,0
428,558,0
544,427,0
451,470,0
480,463,0
419,450,0
452,531,0
435,491,0
541,511,0
528,533,0
493,452,0
550,506,0
651,503,0
533,369,0
497,500,0
487,472,0
476,501,0
569,528,0
536,440,0
456,516,0
461,437,0
449,518,0
661,447,0
464,536,0
425,531,0
512,490,0
483,551,0
426,552,0
523,602,0
537,457,0
549,513,0
530,504,0
556,498,0
592,514,0
476,410,0
484,407,0
457,507,0
534,585,0
521,478,0
560,490,0
458,519,0
417,445,0
507,566,0
514,510,0
503,435,0
603,533,0
576,527,0
498,536,0
508,540,0
562,476,0
546,485,0
517,464,0
542,501,0
556,472,0
608,417,0
542,558,0
499,470,0
542,556,0
452,410,0
537,470,0
538,595,0
427,495,0
455,465,0
515,503,0
568,464,0
383,492,0
431,569,0
488,504,0
445,496,0
424,515,0
456,480,0
520,495,0
512,471,0
499,499,0
541,478,0
382,484,0
463,444,0
563,452,0
538,415,0
532,499,0
424,480,0
567,535,0
496,568,0
507,438,0
410,547,0
487,462,0
479,470,0
431,440,0
492,510,0
535,492,0
518,452,0
464,493,0
574,502,0
488,550,0
454,511,0
511,435,0
489,569,0
502,487,0
470,419,0
445,539,0
515,591,0
474,453,0
488,483,0
506,488,0
483,460,0
427,464,0
568,421,0
445,436,0
476,509,0
473,535,0
549,556,0
496,464,0
520,513,0
563,482,0
560,602,0
490,399,0
547,547,0
494,477,0
515,522,0
557,479,0
565,470,0
499,411,0
447,502,0
542,495,0
428,514,0
612,408,0
465,578,0
530,458,0
442,482,0
552,485,0
469,439,0
510,522,0
492,453,0
512,500,0
524,428,0
580,560,0
570,460,0
400,506,0
501,524,0
441,498,0
493,448,0
437,486,0
532,533,0
491,597,0
484,489,0
497,513,0
512,434,0
474,495,0
542,583,0
602,468,0
520,522,0
422,526,0
446,577,0
